@RELATION pacman-training

@ATTRIBUTE pacman_x NUMERIC
@ATTRIBUTE pacman_y NUMERIC
@ATTRIBUTE living_ghosts NUMERIC
@ATTRIBUTE num_food NUMERIC
@ATTRIBUTE move_west NUMERIC
@ATTRIBUTE move_east NUMERIC
@ATTRIBUTE move_north NUMERIC
@ATTRIBUTE move_south NUMERIC
@ATTRIBUTE move_stop NUMERIC
@ATTRIBUTE ghost1_x NUMERIC
@ATTRIBUTE ghost1_y NUMERIC
@ATTRIBUTE ghost1_distance NUMERIC
@ATTRIBUTE ghost1_alive NUMERIC
@ATTRIBUTE ghost2_x NUMERIC
@ATTRIBUTE ghost2_y NUMERIC
@ATTRIBUTE ghost2_distance NUMERIC
@ATTRIBUTE ghost2_alive NUMERIC
@ATTRIBUTE ghost3_x NUMERIC
@ATTRIBUTE ghost3_y NUMERIC
@ATTRIBUTE ghost3_distance NUMERIC
@ATTRIBUTE ghost3_alive NUMERIC
@ATTRIBUTE ghost4_x NUMERIC
@ATTRIBUTE ghost4_y NUMERIC
@ATTRIBUTE ghost4_distance NUMERIC
@ATTRIBUTE ghost4_alive NUMERIC
@ATTRIBUTE closest_food NUMERIC
@ATTRIBUTE score_now NUMERIC
@ATTRIBUTE living_ghosts_after NUMERIC
@ATTRIBUTE num_food_after NUMERIC
@ATTRIBUTE ghost1_distance_after NUMERIC
@ATTRIBUTE ghost1_alive_after NUMERIC
@ATTRIBUTE ghost2_distance_after NUMERIC
@ATTRIBUTE ghost2_alive_after NUMERIC
@ATTRIBUTE ghost3_distance_after NUMERIC
@ATTRIBUTE ghost3_alive_after NUMERIC
@ATTRIBUTE ghost4_distance_after NUMERIC
@ATTRIBUTE ghost4_alive_after NUMERIC
@ATTRIBUTE closest_food_after NUMERIC
@ATTRIBUTE score_after NUMERIC

@ATTRIBUTE action_taken {West, East, North, South, Stop}

@DATA
17, 6, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 15, 1, 0, 530, 1, 0, 0, 0, 0, 0, 0, 0, 14, 1, 0, 529, East
18, 6, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 14, 1, 0, 529, 1, 0, 0, 0, 0, 0, 0, 0, 13, 1, 0, 528, East
19, 6, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 13, 1, 0, 528, 1, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 527, East
20, 6, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 12, 1, 0, 527, 1, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 526, East
21, 6, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 11, 1, 0, 526, 1, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, 525, East
22, 6, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 10, 1, 0, 525, 1, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 524, East
23, 6, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 9, 1, 0, 524, 1, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 523, North
23, 7, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 8, 1, 0, 523, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 522, North
23, 8, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 7, 1, 0, 522, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 521, North
23, 9, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 6, 1, 0, 521, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 520, North
23, 10, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 5, 1, 0, 520, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 519, West
22, 10, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 6, 1, 0, 519, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 518, West
21, 10, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 7, 1, 0, 518, 1, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 517, West
20, 10, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 8, 1, 0, 517, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 516, North
20, 11, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 7, 1, 0, 516, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 515, North
20, 12, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 6, 1, 0, 515, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 514, North
20, 13, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 5, 1, 0, 514, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 513, North
20, 14, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 6, 1, 0, 513, 1, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 512, North
20, 15, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 7, 1, 0, 512, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 511, East
21, 15, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 6, 1, 0, 511, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 510, East
22, 15, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 5, 1, 0, 510, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 509, South
22, 14, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 4, 1, 0, 509, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 508, South
22, 13, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 3, 1, 0, 508, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 507, East
23, 13, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 2, 1, 0, 507, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 506, North
23, 14, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 3, 1, 0, 506, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 505, East
24, 14, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 2, 1, 0, 505, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 504, East
25, 14, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 5, 1, 0, 0, 25, 13, 1, 1, 0, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 703, South
1, 18, 4, 0, 0, 1, 0, 1, 1, 5, 9, 13, 1, 11, 3, 25, 1, 17, 6, 28, 1, 25, 13, 29, 1, 0, 0, 4, 0, 11, 1, 23, 1, 27, 1, 27, 1, 0, -1, South
1, 17, 4, 0, 0, 0, 1, 1, 1, 4, 9, 11, 1, 10, 3, 23, 1, 17, 6, 27, 1, 25, 13, 27, 1, 0, -1, 4, 0, 11, 1, 21, 1, 27, 1, 26, 1, 0, -2, South
1, 16, 4, 0, 0, 1, 1, 1, 1, 4, 8, 11, 1, 9, 3, 21, 1, 18, 6, 27, 1, 25, 14, 26, 1, 0, -2, 4, 0, 10, 1, 19, 1, 25, 1, 26, 1, 0, -3, South
1, 15, 4, 0, 0, 1, 1, 1, 1, 4, 8, 10, 1, 8, 3, 19, 1, 17, 6, 25, 1, 25, 14, 26, 1, 0, -3, 4, 0, 8, 1, 19, 1, 25, 1, 24, 1, 0, -4, South
1, 14, 4, 0, 0, 1, 1, 1, 1, 4, 9, 8, 1, 9, 3, 19, 1, 17, 5, 25, 1, 25, 13, 24, 1, 0, -4, 4, 0, 6, 1, 17, 1, 24, 1, 24, 1, 0, -5, South
1, 13, 4, 0, 0, 0, 1, 1, 1, 4, 10, 6, 1, 9, 4, 17, 1, 17, 5, 24, 1, 25, 14, 24, 1, 0, -5, 4, 0, 6, 1, 17, 1, 24, 1, 25, 1, 0, -6, South
1, 12, 4, 0, 0, 1, 1, 1, 1, 5, 10, 6, 1, 9, 3, 17, 1, 17, 4, 24, 1, 25, 13, 25, 1, 0, -6, 4, 0, 6, 1, 15, 1, 24, 1, 24, 1, 0, -7, East
2, 12, 4, 0, 1, 1, 0, 0, 1, 6, 10, 6, 1, 9, 4, 15, 1, 17, 3, 24, 1, 25, 13, 24, 1, 0, -7, 4, 0, 5, 1, 13, 1, 23, 1, 24, 1, 0, -8, East
3, 12, 4, 0, 1, 1, 0, 0, 1, 6, 10, 5, 1, 8, 4, 13, 1, 17, 3, 23, 1, 25, 13, 24, 1, 0, -8, 4, 0, 3, 1, 13, 1, 21, 1, 23, 1, 0, -9, East
4, 12, 4, 0, 1, 1, 0, 0, 1, 5, 10, 3, 1, 9, 4, 13, 1, 16, 3, 21, 1, 25, 14, 23, 1, 0, -9, 4, 0, 3, 1, 11, 1, 19, 1, 23, 1, 0, -10, East
5, 12, 4, 0, 1, 1, 0, 0, 1, 4, 10, 3, 1, 9, 5, 11, 1, 16, 4, 19, 1, 25, 14, 23, 1, 0, -10, 4, 0, 4, 1, 11, 1, 17, 1, 21, 1, 0, -11, East
6, 12, 4, 0, 1, 1, 0, 0, 1, 4, 10, 4, 1, 9, 4, 11, 1, 15, 4, 17, 1, 25, 15, 21, 1, 0, -11, 4, 0, 6, 1, 11, 1, 17, 1, 19, 1, 0, -12, East
7, 12, 4, 0, 1, 1, 0, 0, 1, 3, 10, 6, 1, 9, 3, 11, 1, 15, 3, 17, 1, 25, 14, 19, 1, 0, -12, 4, 0, 5, 1, 11, 1, 17, 1, 21, 1, 0, -13, West
6, 12, 4, 0, 1, 1, 0, 0, 1, 3, 10, 5, 1, 8, 3, 11, 1, 14, 3, 17, 1, 25, 13, 21, 1, 0, -13, 4, 0, 4, 1, 13, 1, 17, 1, 23, 1, 0, -14, West
5, 12, 4, 0, 1, 1, 0, 0, 1, 3, 10, 4, 1, 9, 3, 13, 1, 13, 3, 17, 1, 25, 14, 23, 1, 0, -14, 4, 0, 2, 1, 13, 1, 19, 1, 24, 1, 0, -15, West
4, 12, 4, 0, 1, 1, 0, 0, 1, 4, 10, 2, 1, 8, 3, 13, 1, 14, 3, 19, 1, 25, 15, 24, 1, 0, -15, 4, 0, 4, 1, 11, 1, 18, 1, 22, 1, 0, -16, East
5, 12, 4, 0, 1, 1, 0, 0, 1, 3, 10, 4, 1, 7, 3, 11, 1, 14, 3, 18, 1, 25, 15, 22, 1, 0, -16, 4, 0, 4, 1, 12, 1, 19, 1, 22, 1, 0, -17, West
4, 12, 4, 0, 1, 1, 0, 0, 1, 3, 9, 4, 1, 7, 3, 12, 1, 14, 3, 19, 1, 24, 15, 22, 1, 0, -17, 4, 0, 4, 1, 14, 1, 19, 1, 22, 1, 0, -18, West
3, 12, 4, 0, 1, 1, 0, 0, 1, 4, 9, 4, 1, 8, 3, 14, 1, 14, 4, 19, 1, 24, 14, 22, 1, 0, -18, 4, 0, 4, 1, 15, 1, 21, 1, 22, 1, 0, -19, West
2, 12, 4, 0, 1, 1, 0, 0, 1, 3, 9, 4, 1, 8, 3, 15, 1, 15, 4, 21, 1, 23, 14, 22, 1, 0, -19, 4, 0, 4, 1, 17, 1, 23, 1, 22, 1, 0, -20, West
1, 12, 4, 0, 0, 1, 1, 1, 1, 3, 10, 4, 1, 9, 3, 17, 1, 16, 4, 23, 1, 22, 14, 22, 1, 0, -20, 4, 0, 4, 1, 15, 1, 22, 1, 24, 1, 0, -21, South
1, 11, 4, 0, 0, 0, 1, 1, 1, 3, 9, 4, 1, 9, 4, 15, 1, 16, 4, 22, 1, 22, 13, 24, 1, 0, -21, 4, 0, 4, 1, 14, 1, 22, 1, 24, 1, 0, -22, South
1, 10, 4, 0, 0, 0, 1, 1, 1, 4, 9, 4, 1, 9, 4, 14, 1, 17, 4, 22, 1, 22, 14, 24, 1, 0, -22, 4, 0, 4, 1, 14, 1, 20, 1, 25, 1, 0, -23, South
1, 9, 4, 0, 0, 0, 1, 1, 1, 4, 10, 4, 1, 10, 4, 14, 1, 16, 4, 20, 1, 22, 13, 25, 1, 0, -23, 4, 0, 3, 1, 15, 1, 21, 1, 25, 1, 0, -24, North
1, 10, 4, 0, 0, 0, 1, 1, 1, 4, 10, 3, 1, 10, 4, 15, 1, 16, 4, 21, 1, 22, 13, 25, 1, 0, -24, 4, 0, 5, 1, 15, 1, 23, 1, 25, 1, 0, -25, North
1, 11, 4, 0, 0, 0, 1, 1, 1, 5, 10, 5, 1, 9, 4, 15, 1, 17, 4, 23, 1, 22, 14, 25, 1, 0, -25, 4, 0, 7, 1, 17, 1, 23, 1, 23, 1, 0, -26, North
1, 12, 4, 0, 0, 1, 1, 1, 1, 6, 10, 7, 1, 10, 4, 17, 1, 16, 4, 23, 1, 23, 14, 23, 1, 0, -26, 4, 0, 7, 1, 17, 1, 23, 1, 23, 1, 0, -27, East
2, 12, 4, 0, 1, 1, 0, 0, 1, 6, 9, 7, 1, 11, 4, 17, 1, 16, 3, 23, 1, 23, 13, 23, 1, 0, -27, 4, 0, 5, 1, 15, 1, 22, 1, 21, 1, 0, -28, East
3, 12, 4, 0, 1, 1, 0, 0, 1, 6, 10, 5, 1, 10, 4, 15, 1, 16, 3, 22, 1, 23, 14, 21, 1, 0, -28, 4, 0, 5, 1, 13, 1, 20, 1, 21, 1, 0, -29, East
4, 12, 4, 0, 1, 1, 0, 0, 1, 6, 9, 5, 1, 9, 4, 13, 1, 15, 3, 20, 1, 22, 14, 21, 1, 0, -29, 4, 0, 3, 1, 11, 1, 18, 1, 19, 1, 0, -30, East
5, 12, 4, 0, 1, 1, 0, 0, 1, 5, 9, 3, 1, 8, 4, 11, 1, 14, 3, 18, 1, 23, 14, 19, 1, 0, -30, 4, 0, 4, 1, 11, 1, 16, 1, 17, 1, 0, -31, East
6, 12, 4, 0, 1, 1, 0, 0, 1, 5, 9, 4, 1, 9, 4, 11, 1, 13, 3, 16, 1, 22, 14, 17, 1, 0, -31, 4, 0, 4, 1, 9, 1, 16, 1, 17, 1, 0, -32, East
7, 12, 4, 0, 1, 1, 0, 0, 1, 5, 10, 4, 1, 9, 5, 9, 1, 14, 3, 16, 1, 22, 13, 17, 1, 0, -32, 4, 0, 6, 1, 8, 1, 14, 1, 15, 1, 0, -33, East
8, 12, 4, 0, 1, 1, 1, 1, 1, 4, 10, 6, 1, 9, 5, 8, 1, 13, 3, 14, 1, 23, 13, 15, 1, 0, -33, 4, 0, 6, 1, 8, 1, 13, 1, 17, 1, 0, -34, South
8, 11, 4, 0, 0, 1, 1, 1, 1, 4, 9, 6, 1, 9, 4, 8, 1, 13, 3, 13, 1, 22, 13, 17, 1, 0, -34, 4, 0, 5, 1, 6, 1, 11, 1, 19, 1, 0, -35, South
8, 10, 4, 0, 0, 1, 1, 1, 1, 4, 9, 5, 1, 8, 4, 6, 1, 13, 4, 11, 1, 23, 13, 19, 1, 0, -35, 4, 0, 5, 1, 6, 1, 11, 1, 19, 1, 0, -36, South
8, 9, 4, 0, 0, 1, 1, 1, 1, 3, 9, 5, 1, 8, 3, 6, 1, 13, 3, 11, 1, 23, 14, 19, 1, 0, -36, 4, 0, 7, 1, 5, 1, 9, 1, 19, 1, 0, -37, South
8, 8, 4, 0, 0, 1, 1, 1, 1, 3, 10, 7, 1, 8, 3, 5, 1, 13, 4, 9, 1, 23, 13, 19, 1, 0, -37, 4, 0, 8, 1, 4, 1, 9, 1, 20, 1, 0, -38, South
8, 7, 4, 0, 0, 1, 1, 1, 1, 3, 10, 8, 1, 8, 3, 4, 1, 13, 3, 9, 1, 22, 13, 20, 1, 0, -38, 4, 0, 8, 1, 4, 1, 7, 1, 21, 1, 0, -39, South
8, 6, 4, 0, 1, 1, 1, 1, 1, 3, 9, 8, 1, 9, 3, 4, 1, 13, 4, 7, 1, 22, 13, 21, 1, 0, -39, 4, 0, 8, 1, 2, 1, 7, 1, 23, 1, 0, -40, South
8, 5, 4, 0, 0, 1, 1, 1, 1, 4, 9, 8, 1, 9, 4, 2, 1, 14, 4, 7, 1, 22, 13, 23, 1, 0, -40, 4, 0, 10, 1, 1, 1, 7, 1, 25, 1, 0, -41, South
8, 4, 4, 0, 0, 1, 1, 1, 1, 3, 9, 10, 1, 9, 4, 1, 1, 14, 3, 7, 1, 23, 13, 25, 1, 0, -41, 3, 0, 10, 1, 0, 0, 6, 1, 25, 1, 0, 158, East
9, 4, 3, 0, 1, 1, 1, 1, 1, 4, 9, 10, 1, 3, 1, 0, 0, 14, 3, 6, 1, 23, 14, 25, 1, 0, 158, 3, 0, 10, 1, 0, 0, 8, 1, 25, 1, 0, 157, North
9, 5, 3, 0, 1, 1, 1, 1, 1, 3, 9, 10, 1, 3, 1, 0, 0, 15, 3, 8, 1, 24, 14, 25, 1, 0, 157, 3, 0, 10, 1, 0, 0, 9, 1, 23, 1, 0, 156, North
9, 6, 3, 0, 1, 1, 1, 1, 1, 3, 10, 10, 1, 3, 1, 0, 0, 15, 3, 9, 1, 24, 15, 23, 1, 0, 156, 3, 0, 8, 1, 0, 0, 9, 1, 22, 1, 0, 155, North
9, 7, 3, 0, 1, 1, 1, 1, 1, 4, 10, 8, 1, 3, 1, 0, 0, 15, 4, 9, 1, 23, 15, 22, 1, 0, 155, 3, 0, 6, 1, 0, 0, 9, 1, 22, 1, 0, 154, North
9, 8, 3, 0, 1, 1, 1, 1, 1, 5, 10, 6, 1, 3, 1, 0, 0, 14, 4, 9, 1, 23, 15, 22, 1, 0, 154, 3, 0, 6, 1, 0, 0, 9, 1, 21, 1, 0, 153, North
9, 9, 3, 0, 1, 1, 1, 1, 1, 4, 10, 6, 1, 3, 1, 0, 0, 13, 4, 9, 1, 24, 15, 21, 1, 0, 153, 3, 0, 5, 1, 0, 0, 11, 1, 20, 1, 0, 152, North
9, 10, 3, 0, 1, 1, 1, 1, 1, 4, 10, 5, 1, 3, 1, 0, 0, 13, 3, 11, 1, 24, 15, 20, 1, 0, 152, 3, 0, 5, 1, 0, 0, 12, 1, 22, 1, 0, 151, West
8, 10, 3, 0, 0, 1, 1, 1, 1, 3, 10, 5, 1, 3, 1, 0, 0, 13, 3, 12, 1, 24, 15, 22, 1, 0, 151, 3, 0, 7, 1, 0, 0, 14, 1, 21, 1, 0, 150, North
8, 11, 3, 0, 0, 1, 1, 1, 1, 3, 9, 7, 1, 3, 1, 0, 0, 14, 3, 14, 1, 24, 16, 21, 1, 0, 150, 3, 0, 7, 1, 0, 0, 15, 1, 20, 1, 0, 149, North
8, 12, 3, 0, 1, 1, 1, 1, 1, 3, 10, 7, 1, 3, 1, 0, 0, 14, 3, 15, 1, 24, 16, 20, 1, 0, 149, 3, 0, 6, 1, 0, 0, 16, 1, 22, 1, 0, 148, West
7, 12, 3, 0, 1, 1, 0, 0, 1, 3, 10, 6, 1, 3, 1, 0, 0, 14, 3, 16, 1, 24, 16, 22, 1, 0, 148, 3, 0, 5, 1, 0, 0, 16, 1, 22, 1, 0, 147, West
6, 12, 3, 0, 1, 1, 0, 0, 1, 3, 10, 5, 1, 3, 1, 0, 0, 14, 4, 16, 1, 25, 16, 22, 1, 0, 147, 3, 0, 4, 1, 0, 0, 18, 1, 24, 1, 0, 146, West
5, 12, 3, 0, 1, 1, 0, 0, 1, 3, 10, 4, 1, 3, 1, 0, 0, 14, 3, 18, 1, 25, 15, 24, 1, 0, 146, 3, 0, 3, 1, 0, 0, 20, 1, 25, 1, 0, 145, West
4, 12, 3, 0, 1, 1, 0, 0, 1, 3, 10, 3, 1, 3, 1, 0, 0, 15, 3, 20, 1, 25, 16, 25, 1, 0, 145, 3, 0, 3, 1, 0, 0, 22, 1, 27, 1, 0, 144, West
3, 12, 3, 0, 1, 1, 0, 0, 1, 4, 10, 3, 1, 3, 1, 0, 0, 16, 3, 22, 1, 25, 16, 27, 1, 0, 144, 3, 0, 5, 1, 0, 0, 24, 1, 29, 1, 0, 143, West
2, 12, 3, 0, 1, 1, 0, 0, 1, 5, 10, 5, 1, 3, 1, 0, 0, 17, 3, 24, 1, 25, 17, 29, 1, 0, 143, 3, 0, 5, 1, 0, 0, 24, 1, 27, 1, 0, 142, East
3, 12, 3, 0, 1, 1, 0, 0, 1, 6, 10, 5, 1, 3, 1, 0, 0, 18, 3, 24, 1, 25, 18, 27, 1, 0, 142, 3, 0, 4, 1, 0, 0, 22, 1, 26, 1, 0, 141, East
4, 12, 3, 0, 1, 1, 0, 0, 1, 6, 10, 4, 1, 3, 1, 0, 0, 17, 3, 22, 1, 25, 17, 26, 1, 0, 141, 3, 0, 3, 1, 0, 0, 22, 1, 24, 1, 0, 140, East
5, 12, 3, 0, 1, 1, 0, 0, 1, 6, 10, 3, 1, 3, 1, 0, 0, 18, 3, 22, 1, 25, 17, 24, 1, 0, 140, 3, 0, 3, 1, 0, 0, 21, 1, 22, 1, 0, 139, East
6, 12, 3, 0, 1, 1, 0, 0, 1, 6, 9, 3, 1, 3, 1, 0, 0, 18, 3, 21, 1, 25, 16, 22, 1, 0, 139, 3, 0, 5, 1, 0, 0, 20, 1, 22, 1, 0, 138, East
7, 12, 3, 0, 1, 1, 0, 0, 1, 6, 8, 5, 1, 3, 1, 0, 0, 18, 3, 20, 1, 25, 15, 22, 1, 0, 138, 3, 0, 7, 1, 0, 0, 20, 1, 20, 1, 0, 137, East
8, 12, 3, 0, 1, 1, 1, 1, 1, 5, 8, 7, 1, 3, 1, 0, 0, 19, 3, 20, 1, 25, 16, 20, 1, 0, 137, 3, 0, 5, 1, 0, 0, 19, 1, 22, 1, 0, 136, South
8, 11, 3, 0, 0, 1, 1, 1, 1, 5, 9, 5, 1, 3, 1, 0, 0, 19, 3, 19, 1, 25, 15, 22, 1, 0, 136, 3, 0, 5, 1, 0, 0, 17, 1, 23, 1, 0, 135, South
8, 10, 3, 0, 0, 1, 1, 1, 1, 5, 8, 5, 1, 3, 1, 0, 0, 18, 3, 17, 1, 25, 16, 23, 1, 0, 135, 3, 0, 5, 1, 0, 0, 16, 1, 25, 1, 0, 134, South
8, 9, 3, 0, 0, 1, 1, 1, 1, 5, 7, 5, 1, 3, 1, 0, 0, 18, 3, 16, 1, 25, 16, 25, 1, 0, 134, 3, 0, 4, 1, 0, 0, 14, 1, 26, 1, 0, 133, South
8, 8, 3, 0, 0, 1, 1, 1, 1, 5, 7, 4, 1, 3, 1, 0, 0, 17, 3, 14, 1, 25, 17, 26, 1, 0, 133, 3, 0, 4, 1, 0, 0, 13, 1, 27, 1, 0, 132, South
8, 7, 3, 0, 0, 1, 1, 1, 1, 5, 8, 4, 1, 3, 1, 0, 0, 17, 3, 13, 1, 25, 17, 27, 1, 0, 132, 3, 0, 5, 1, 0, 0, 13, 1, 27, 1, 0, 131, South
8, 6, 3, 0, 1, 1, 1, 1, 1, 5, 8, 5, 1, 3, 1, 0, 0, 18, 3, 13, 1, 25, 17, 27, 1, 0, 131, 3, 0, 4, 1, 0, 0, 15, 1, 29, 1, 0, 130, West
7, 6, 3, 0, 1, 1, 0, 0, 1, 5, 8, 4, 1, 3, 1, 0, 0, 19, 3, 15, 1, 25, 16, 29, 1, 0, 130, 3, 0, 2, 1, 0, 0, 15, 1, 30, 1, 0, 129, West
6, 6, 3, 0, 1, 1, 1, 0, 1, 6, 8, 2, 1, 3, 1, 0, 0, 19, 4, 15, 1, 25, 17, 30, 1, 0, 129, 3, 0, 1, 1, 0, 0, 17, 1, 30, 1, 0, 128, North
6, 7, 3, 0, 1, 0, 1, 1, 1, 6, 8, 1, 1, 3, 1, 0, 0, 20, 4, 17, 1, 25, 17, 30, 1, 0, 128, 2, 0, 0, 0, 0, 0, 19, 1, 28, 1, 0, 327, North
6, 8, 2, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 20, 3, 19, 1, 25, 18, 28, 1, 0, 327, 2, 0, 0, 0, 0, 0, 19, 1, 29, 1, 0, 326, South
6, 7, 2, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 3, 19, 1, 24, 18, 29, 1, 0, 326, 2, 0, 0, 0, 0, 0, 18, 1, 30, 1, 0, 325, South
6, 6, 2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 3, 18, 1, 24, 18, 30, 1, 0, 325, 2, 0, 0, 0, 0, 0, 16, 1, 29, 1, 0, 324, East
7, 6, 2, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 4, 16, 1, 24, 18, 29, 1, 0, 324, 2, 0, 0, 0, 0, 0, 16, 1, 27, 1, 0, 323, East
8, 6, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 22, 4, 16, 1, 24, 18, 27, 1, 0, 323, 2, 0, 0, 0, 0, 0, 14, 1, 29, 1, 0, 322, South
8, 5, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 4, 14, 1, 23, 18, 29, 1, 0, 322, 2, 0, 0, 0, 0, 0, 12, 1, 31, 1, 0, 321, South
8, 4, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 20, 4, 12, 1, 24, 18, 31, 1, 0, 321, 2, 0, 0, 0, 0, 0, 12, 1, 30, 1, 0, 320, East
9, 4, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 4, 12, 1, 25, 18, 30, 1, 0, 320, 2, 0, 0, 0, 0, 0, 12, 1, 28, 1, 0, 319, East
10, 4, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 3, 12, 1, 25, 18, 28, 1, 0, 319, 2, 0, 0, 0, 0, 0, 11, 1, 30, 1, 0, 318, South
10, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 21, 3, 11, 1, 25, 17, 30, 1, 0, 318, 2, 0, 0, 0, 0, 0, 11, 1, 29, 1, 0, 317, East
