%
%  Este dataset parte de training_tutorial1
%  
%  - Se han eliminado los datos futuros
%  - Se ha eliminado el atributo 'Stop'
%  - Se ha aplicado el filtro RemoveMissClassified
%

@relation training_tutorial1_v3

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute living_ghosts numeric
@attribute num_food numeric
@attribute move_west numeric
@attribute move_east numeric
@attribute move_north numeric
@attribute move_south numeric
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost1_distance numeric
@attribute ghost1_alive numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost2_distance numeric
@attribute ghost2_alive numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost3_distance numeric
@attribute ghost3_alive numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute ghost4_distance numeric
@attribute ghost4_alive numeric
@attribute closest_food numeric
@attribute score_now numeric
@attribute action_taken {West,East,North,South,Stop}

@data
8,11,3,0,0,1,1,1,5,9,5,1,3,1,0,0,19,3,19,1,25,15,22,1,0,136,South
8,10,3,0,0,1,1,1,5,8,5,1,3,1,0,0,18,3,17,1,25,16,23,1,0,135,South
8,9,3,0,0,1,1,1,5,7,5,1,3,1,0,0,18,3,16,1,25,16,25,1,0,134,South
8,8,3,0,0,1,1,1,5,7,4,1,3,1,0,0,17,3,14,1,25,17,26,1,0,133,South
8,7,3,0,0,1,1,1,5,8,4,1,3,1,0,0,17,3,13,1,25,17,27,1,0,132,South
8,6,3,0,1,1,1,1,5,8,5,1,3,1,0,0,18,3,13,1,25,17,27,1,0,131,West
6,7,3,0,1,0,1,1,6,8,1,1,3,1,0,0,20,4,17,1,25,17,30,1,0,128,North
6,8,2,0,1,0,1,1,1,1,0,0,3,1,0,0,20,3,19,1,25,18,28,1,0,327,South
6,7,2,0,1,0,1,1,1,1,0,0,3,1,0,0,21,3,19,1,24,18,29,1,0,326,South
6,6,2,0,1,1,1,0,1,1,0,0,3,1,0,0,21,3,18,1,24,18,30,1,0,325,East
7,6,2,0,1,1,0,0,1,1,0,0,3,1,0,0,21,4,16,1,24,18,29,1,0,324,East
8,6,2,0,1,1,1,1,1,1,0,0,3,1,0,0,22,4,16,1,24,18,27,1,0,323,South
8,5,2,0,0,1,1,1,1,1,0,0,3,1,0,0,21,4,14,1,23,18,29,1,0,322,South
8,4,2,0,0,1,1,1,1,1,0,0,3,1,0,0,20,4,12,1,24,18,31,1,0,321,East
9,4,2,0,1,1,1,1,1,1,0,0,3,1,0,0,21,4,12,1,25,18,30,1,0,320,East
10,3,2,0,1,1,1,0,1,1,0,0,3,1,0,0,21,3,11,1,25,17,30,1,0,318,East
11,3,2,0,1,0,1,0,1,1,0,0,3,1,0,0,22,3,11,1,25,18,29,1,0,317,North
11,5,2,0,1,0,1,1,1,1,0,0,3,1,0,0,22,4,12,1,25,17,25,1,0,315,North
11,6,2,0,1,0,1,1,1,1,0,0,3,1,0,0,23,4,14,1,25,16,24,1,0,314,North
11,7,2,0,1,0,1,1,1,1,0,0,3,1,0,0,22,4,14,1,25,16,22,1,0,313,North
11,8,2,0,1,0,1,1,1,1,0,0,3,1,0,0,22,3,16,1,25,15,20,1,0,312,North
11,9,2,0,1,0,1,1,1,1,0,0,3,1,0,0,23,3,18,1,24,15,20,1,0,311,North
11,10,2,0,1,0,1,1,1,1,0,0,3,1,0,0,23,4,18,1,24,16,18,1,0,310,North
11,11,2,0,1,0,1,1,1,1,0,0,3,1,0,0,23,4,19,1,24,15,16,1,0,309,North
11,12,2,0,1,1,0,1,1,1,0,0,3,1,0,0,22,4,19,1,23,15,14,1,0,308,East
12,12,2,0,1,1,0,0,1,1,0,0,3,1,0,0,22,3,19,1,22,15,14,1,0,307,East
13,12,2,0,1,1,0,1,1,1,0,0,3,1,0,0,22,4,17,1,22,16,14,1,0,306,East
14,12,2,0,1,1,1,1,1,1,0,0,3,1,0,0,21,4,15,1,23,16,14,1,0,305,North
14,13,2,0,0,0,1,1,1,1,0,0,3,1,0,0,21,3,17,1,24,16,14,1,0,304,North
14,14,2,0,1,1,1,1,1,1,0,0,3,1,0,0,21,3,18,1,25,16,14,1,0,303,North
14,15,2,0,1,1,1,1,1,1,0,0,3,1,0,0,21,3,19,1,25,17,13,1,0,302,North
14,16,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,3,19,1,25,17,12,1,0,301,North
14,17,2,0,0,1,1,1,1,1,0,0,3,1,0,0,20,3,20,1,25,17,12,1,0,300,East
15,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,3,19,1,25,18,10,1,0,299,North
15,18,2,0,1,1,0,1,1,1,0,0,3,1,0,0,19,3,19,1,25,17,11,1,0,298,South
16,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,19,3,17,1,25,18,9,1,0,296,North
16,18,2,0,1,1,0,1,1,1,0,0,3,1,0,0,19,4,17,1,25,17,9,1,0,295,South
16,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,4,17,1,25,18,9,1,0,294,North
16,18,2,0,1,1,0,1,1,1,0,0,3,1,0,0,20,3,19,1,25,17,9,1,0,293,South
16,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,3,18,1,25,18,9,1,0,292,North
16,18,2,0,1,1,0,1,1,1,0,0,3,1,0,0,20,3,19,1,25,17,11,1,0,291,South
16,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,4,17,1,25,16,11,1,0,290,South
16,16,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,5,15,1,25,15,9,1,0,289,South
17,15,2,0,1,0,1,1,1,1,0,0,3,1,0,0,20,5,13,1,23,15,7,1,0,287,South
17,16,2,0,1,0,1,1,1,1,0,0,3,1,0,0,19,4,14,1,24,16,7,1,0,284,North
18,17,2,0,1,1,1,0,1,1,0,0,3,1,0,0,21,4,16,1,24,16,8,1,0,282,East
19,17,2,0,1,1,1,0,1,1,0,0,3,1,0,0,20,4,14,1,24,15,8,1,0,281,East
20,17,2,0,1,1,1,1,1,1,0,0,3,1,0,0,20,5,12,1,24,14,6,1,0,280,South
20,16,2,0,0,1,1,1,1,1,0,0,3,1,0,0,20,5,11,1,24,15,6,1,0,279,South
21,15,2,0,1,1,1,0,1,1,0,0,3,1,0,0,21,4,11,1,24,15,4,1,0,277,East
23,15,2,0,1,1,1,1,1,1,0,0,3,1,0,0,22,3,13,1,25,14,4,1,0,275,South
24,14,2,0,1,1,1,0,1,1,0,0,3,1,0,0,22,3,13,1,25,14,2,1,0,273,East
24,14,1,0,1,1,1,0,1,1,0,0,3,1,0,0,23,3,12,1,7,1,0,0,0,471,West
23,15,1,0,1,1,1,1,1,1,0,0,3,1,0,0,23,3,12,1,7,1,0,0,0,469,West
22,15,1,0,1,1,1,1,1,1,0,0,3,1,0,0,22,3,12,1,7,1,0,0,0,468,West
21,15,1,0,1,1,1,0,1,1,0,0,3,1,0,0,22,3,13,1,7,1,0,0,0,467,West
20,15,1,0,0,1,1,1,1,1,0,0,3,1,0,0,21,3,13,1,7,1,0,0,0,466,South
20,14,1,0,1,0,1,1,1,1,0,0,3,1,0,0,21,4,11,1,7,1,0,0,0,465,South
20,13,1,0,1,0,1,1,1,1,0,0,3,1,0,0,22,4,11,1,7,1,0,0,0,464,South
20,12,1,0,1,0,1,1,1,1,0,0,3,1,0,0,23,4,11,1,7,1,0,0,0,463,South
20,11,1,0,1,0,1,1,1,1,0,0,3,1,0,0,23,4,10,1,7,1,0,0,0,462,South
20,10,1,0,1,1,1,0,1,1,0,0,3,1,0,0,24,4,10,1,7,1,0,0,0,461,East
21,10,1,0,1,1,0,0,1,1,0,0,3,1,0,0,24,3,10,1,7,1,0,0,0,460,East
22,10,1,0,1,1,1,0,1,1,0,0,3,1,0,0,24,3,9,1,7,1,0,0,0,459,East
23,10,1,0,1,1,1,1,1,1,0,0,3,1,0,0,23,3,7,1,7,1,0,0,0,458,South
23,9,1,0,0,1,1,1,1,1,0,0,3,1,0,0,23,3,6,1,7,1,0,0,0,457,South
23,8,1,0,1,1,1,1,1,1,0,0,3,1,0,0,23,3,5,1,7,1,0,0,0,456,South
23,7,1,0,0,1,1,1,1,1,0,0,3,1,0,0,23,3,4,1,7,1,0,0,0,455,South
23,6,1,0,1,1,1,1,1,1,0,0,3,1,0,0,24,3,4,1,7,1,0,0,0,454,South
23,5,1,0,0,1,1,1,1,1,0,0,3,1,0,0,24,4,2,1,7,1,0,0,0,453,South
